,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2019-06-24-00,1.0,0.3,0.3,2.8,3.6,4.2,1.9,0.4,1.1,1.8,4.1,1.1,1.9,3.2,2.5,3.0,3.3,1.4,2.5,2.3,1.0,1.6,0.9,0.9
2019-06-24-01,1.1,0.5,0.3,0.2,2.8,1.4,1.7,1.1,1.7,1.4,4.4,1.1,1.8,3.6,3.1,1.3,5.8,1.6,1.7,1.8,1.2,0.4,0.9,0.9
2019-06-24-02,0.5,0.6,0.0,1.0,1.8,2.0,0.7,0.9,0.4,1.3,3.3,2.4,0.8,0.9,2.1,0.6,4.3,1.4,1.5,0.5,1.4,1.1,1.2,1.1
2019-06-24-03,0.8,0.1,0.3,2.5,2.9,1.6,0.8,1.1,0.9,2.8,3.7,1.3,1.1,1.1,0.7,0.6,4.8,0.6,0.8,0.8,1.6,0.6,1.3,2.0
2019-06-24-04,0.8,0.0,0.1,1.1,2.8,1.0,0.9,1.1,1.1,0.6,1.5,0.4,2.3,0.9,0.6,1.9,2.3,2.2,0.7,1.1,1.6,0.6,1.0,2.0
2019-06-24-05,0.6,0.3,0.2,1.6,2.3,0.1,1.1,0.7,2.0,1.5,2.2,0.3,2.2,2.3,0.6,0.0,3.5,2.2,0.9,1.9,1.3,0.7,2.1,2.2
2019-06-24-06,2.2,1.0,0.2,1.3,2.5,1.1,0.8,0.2,2.0,1.7,1.7,0.5,2.0,1.0,1.7,2.0,2.1,2.0,1.4,0.8,1.3,1.4,1.4,1.8
2019-06-24-07,0.7,0.2,0.6,2.1,1.2,0.2,0.2,0.1,3.0,1.6,1.7,0.1,2.3,0.6,0.6,0.6,1.4,2.1,0.2,0.7,1.1,1.4,1.6,1.6
2019-06-24-08,1.3,0.3,0.5,1.8,1.8,1.1,0.5,0.8,1.9,1.7,0.4,0.3,2.5,1.8,1.1,1.0,2.0,2.5,1.7,1.8,1.5,1.1,1.6,1.9
2019-06-24-09,0.8,0.6,0.9,1.1,2.0,2.0,1.6,1.5,0.9,1.7,0.6,0.7,2.4,2.0,0.4,1.3,5.1,2.5,1.8,1.6,1.2,1.1,1.2,1.7
2019-06-24-10,1.6,0.1,0.7,2.0,3.2,2.9,1.5,0.9,0.8,2.5,0.9,0.6,2.0,1.1,0.6,0.0,8.5,2.6,1.1,0.8,2.1,0.1,0.1,0.7
2019-06-24-11,0.3,1.1,0.5,1.3,2.0,2.0,1.5,0.6,0.9,3.7,0.9,0.2,3.6,1.1,0.8,1.3,6.5,2.3,1.2,0.7,1.4,1.6,0.1,1.5
2019-06-24-12,0.9,0.5,0.8,0.6,2.0,1.5,1.1,0.0,0.3,4.7,0.7,0.1,1.7,1.1,0.7,0.3,2.6,2.7,1.3,1.9,1.7,1.9,0.3,0.6
2019-06-24-13,0.4,0.6,0.8,1.5,2.5,1.5,1.5,0.7,0.1,3.0,1.1,0.2,1.5,0.0,1.8,1.2,3.4,2.8,0.0,1.3,1.6,0.0,1.2,2.2
2019-06-24-14,0.6,0.7,1.1,0.9,2.8,2.2,1.3,0.6,1.5,1.4,1.7,0.9,1.5,1.1,2.2,0.0,4.0,3.0,0.0,0.1,2.5,0.1,1.7,0.3
2019-06-24-15,1.0,1.1,1.0,0.9,3.2,2.2,1.5,0.9,0.9,0.9,1.3,0.4,2.1,2.1,1.3,0.9,3.3,3.6,0.9,0.0,2.1,1.1,1.6,0.8
2019-06-24-16,0.2,1.0,0.9,1.5,3.6,0.6,1.6,1.0,0.1,1.2,1.9,0.0,1.7,3.6,0.6,1.5,6.1,3.1,0.2,1.9,2.1,0.8,2.2,1.1
2019-06-24-17,0.7,0.9,0.8,0.4,2.3,1.4,0.1,1.3,0.4,1.1,1.8,0.1,1.6,2.3,2.5,0.0,4.5,3.3,1.5,1.9,1.5,1.2,2.7,0.8
2019-06-24-18,0.2,1.8,0.9,0.6,1.4,1.9,2.1,0.6,1.4,1.9,1.3,0.0,1.1,1.6,1.2,1.1,3.4,1.1,0.3,0.3,1.2,1.7,0.9,2.2
2019-06-24-19,0.3,1.7,0.6,0.6,1.6,1.3,1.3,1.2,0.6,0.4,1.6,0.0,0.9,1.8,1.0,1.4,2.9,1.8,0.0,0.0,0.6,0.9,1.4,0.6
2019-06-24-20,0.7,1.6,0.9,0.1,1.1,1.5,1.0,0.8,0.6,2.5,1.0,0.7,1.2,1.6,1.4,1.4,8.4,2.5,1.6,1.1,0.7,0.0,1.7,2.3
2019-06-24-21,0.9,1.0,0.5,0.2,0.3,1.1,0.0,0.5,0.2,1.3,1.0,0.1,1.6,3.0,0.3,0.5,11.3,1.9,0.3,1.5,0.2,0.1,0.7,1.6
2019-06-24-22,0.5,1.1,0.0,1.0,1.9,1.0,0.2,0.8,1.0,1.6,1.8,0.0,2.6,1.4,0.7,0.0,11.9,2.2,0.6,0.8,0.3,1.8,0.7,1.1
2019-06-24-23,0.5,1.6,0.1,0.6,1.2,0.8,0.1,1.1,1.5,1.5,1.3,0.1,1.3,0.1,0.9,0.8,3.5,2.5,0.7,0.3,1.5,1.5,0.3,1.9
